time,open,high,low,close,Upper Band,Lower Band,Upper Band Extended,Lower Band Extended,Fibonacci 23.6% Up,Fibonacci 38.2% Up,Fibonacci 50.0% Up,Fibonacci 61.8% Up,Fibonacci 23.6% Down,Fibonacci 38.2% Down,Fibonacci 50.0% Down,Fibonacci 61.8% Down
1627272000,36128.72365243077,39433.18923,36128.72365243077,38546.84021675,44981.5081539244,21586.58471622561,47321.00049769427,19247.092372455732,36044.647400723465,37752.47681167547,39132.7772944997,40513.07777732393,30523.445469426548,28815.616058474538,27435.315575650307,26055.015092826077
1627286400,37337.781934590384,38916.8447683,37337.781934590384,38436.500636075,44981.5081539244,21586.58471622561,47321.00049769427,19247.092372455732,36044.647400723465,37752.47681167547,39132.7772944997,40513.07777732393,30523.445469426548,28815.616058474538,27435.315575650307,26055.015092826077
1627300800,37887.14128533269,39092.5718625,37887.14128533269,38657.892160899995,44981.5081539244,21586.58471622561,47321.00049769427,19247.092372455732,36044.647400723465,37752.47681167547,39132.7772944997,40513.07777732393,30523.445469426548,28815.616058474538,27435.315575650307,26055.015092826077
1627315200,38272.51672311634,40708.4892912,38272.51672311634,39419.4207158,44981.5081539244,21586.58471622561,47321.00049769427,19247.092372455732,36044.647400723465,37752.47681167547,39132.7772944997,40513.07777732393,30523.445469426548,28815.616058474538,27435.315575650307,26055.015092826077
1627329600,38845.96871945817,39691.2309464,36887.4844,38390.28555385,44981.5081539244,21586.58471622561,47321.00049769427,19247.092372455732,36044.647400723465,37752.47681167547,39132.7772944997,40513.07777732393,30523.445469426548,28815.616058474538,27435.315575650307,26055.015092826077
1627344000,38618.12713665409,38618.12713665409,36569.576054,37172.0009344,44981.5081539244,21586.58471622561,47321.00049769427,19247.092372455732,36044.647400723465,37752.47681167547,39132.7772944997,40513.07777732393,30523.445469426548,28815.616058474538,27435.315575650307,26055.015092826077
1627358400,37895.064035527044,37895.064035527044,36878.611588,37244.80909215,44981.5081539244,21586.58471622561,47321.00049769427,19247.092372455732,36044.647400723465,37752.47681167547,39132.7772944997,40513.07777732393,30523.445469426548,28815.616058474538,27435.315575650307,26055.015092826077
1627372800,37569.93656383852,38580.441,37298.757113,37975.19313055,44981.5081539244,21586.58471622561,47321.00049769427,19247.092372455732,36044.647400723465,37752.47681167547,39132.7772944997,40513.07777732393,30523.445469426548,28815.616058474538,27435.315575650307,26055.015092826077
1627387200,37772.564847194255,39262.7351798,37772.564847194255,38678.051146950005,44981.5081539244,21586.58471622561,47321.00049769427,19247.092372455732,36044.647400723465,37752.47681167547,39132.7772944997,40513.07777732393,30523.445469426548,28815.616058474538,27435.315575650307,26055.015092826077
1627401600,38225.30799707213,38778.2250688,37732.135593,38346.350231225,44981.5081539244,21586.58471622561,47321.00049769427,19247.092372455732,36044.647400723465,37752.47681167547,39132.7772944997,40513.07777732393,30523.445469426548,28815.616058474538,27435.315575650307,26055.015092826077
1627416000,38285.82911414857,39874.42998,38192.696654,39019.19236565,44981.5081539244,21586.58471622561,47321.00049769427,19247.092372455732,36044.647400723465,37752.47681167547,39132.7772944997,40513.07777732393,30523.445469426548,28815.616058474538,27435.315575650307,26055.015092826077
1627430400,38652.510739899284,40626.6826325,38652.510739899284,39942.729707050006,44981.5081539244,21586.58471622561,47321.00049769427,19247.092372455732,36044.647400723465,37752.47681167547,39132.7772944997,40513.07777732393,30523.445469426548,28815.616058474538,27435.315575650307,26055.015092826077
1627444800,39297.620223474645,40487.7342445,39297.620223474645,40081.827691925,44981.5081539244,21586.58471622561,47321.00049769427,19247.092372455732,36044.647400723465,37752.47681167547,39132.7772944997,40513.07777732393,30523.445469426548,28815.616058474538,27435.315575650307,26055.015092826077
1627459200,39689.723957699825,41164.1730006,39633.826351,40498.92426505,44981.5081539244,21586.58471622561,47321.00049769427,19247.092372455732,36044.647400723465,37752.47681167547,39132.7772944997,40513.07777732393,30523.445469426548,28815.616058474538,27435.315575650307,26055.015092826077
1627473600,40094.32411137491,41131.535835,39700.381354,40483.766456375,44981.5081539244,21586.58471622561,47321.00049769427,19247.092372455732,36044.647400723465,37752.47681167547,39132.7772944997,40513.07777732393,30523.445469426548,28815.616058474538,27435.315575650307,26055.015092826077
1627488000,40289.045283874955,41128.5476791,39121.5451275,40274.60647789999,44981.5081539244,21586.58471622561,47321.00049769427,19247.092372455732,36044.647400723465,37752.47681167547,39132.7772944997,40513.07777732393,30523.445469426548,28815.616058474538,27435.315575650307,26055.015092826077
1627502400,40281.825880887474,40751.79836,40006.968573,40490.69597405,44981.5081539244,21586.58471622561,47321.00049769427,19247.092372455732,36044.647400723465,37752.47681167547,39132.7772944997,40513.07777732393,30523.445469426548,28815.616058474538,27435.315575650307,26055.015092826077
1627516800,40386.26092746874,40724.7353084,39694.384,40238.60763365,44981.5081539244,21586.58471622561,47321.00049769427,19247.092372455732,36044.647400723465,37752.47681167547,39132.7772944997,40513.07777732393,30523.445469426548,28815.616058474538,27435.315575650307,26055.015092826077
1627531200,40312.43428055937,40718.2993801,39956.813528,40286.205151300004,44981.5081539244,21586.58471622561,47321.00049769427,19247.092372455732,36044.647400723465,37752.47681167547,39132.7772944997,40513.07777732393,30523.445469426548,28815.616058474538,27435.315575650307,26055.015092826077
1627545600,40299.31971592968,41093.9162025,39957.370515,40411.7992895,44981.5081539244,21586.58471622561,47321.00049769427,19247.092372455732,36044.647400723465,37752.47681167547,39132.7772944997,40513.07777732393,30523.445469426548,28815.616058474538,27435.315575650307,26055.015092826077
1627560000,40355.55950271484,40619.6793882,39910.005225,40280.756333975,44981.5081539244,21586.58471622561,47321.00049769427,19247.092372455732,36044.647400723465,37752.47681167547,39132.7772944997,40513.07777732393,30523.445469426548,28815.616058474538,27435.315575650307,26055.015092826077
1627574400,40318.15791834492,40612.1711166,39853.010224,40241.003324875,44981.5081539244,21586.58471622561,47321.00049769427,19247.092372455732,36044.647400723465,37752.47681167547,39132.7772944997,40513.07777732393,30523.445469426548,28815.616058474538,27435.315575650307,26055.015092826077
1627588800,40279.58062160996,40820.213077,39938.311097,40323.6006795,44981.5081539244,21586.58471622561,47321.00049769427,19247.092372455732,36044.647400723465,37752.47681167547,39132.7772944997,40513.07777732393,30523.445469426548,28815.616058474538,27435.315575650307,26055.015092826077
1627603200,40301.59065055498,40571.2752822,40127.991956,40341.932729399996,44981.5081539244,21586.58471622561,47321.00049769427,19247.092372455732,36044.647400723465,37752.47681167547,39132.7772944997,40513.07777732393,30523.445469426548,28815.616058474538,27435.315575650307,26055.015092826077
1627617600,40321.76168997749,40321.76168997749,39878.468224,40129.24827825,44981.5081539244,21586.58471622561,47321.00049769427,19247.092372455732,36044.647400723465,37752.47681167547,39132.7772944997,40513.07777732393,30523.445469426548,28815.616058474538,27435.315575650307,26055.015092826077
1627632000,40225.504984113744,40225.504984113744,38757.7645,39529.417765175,44981.5081539244,21586.58471622561,47321.00049769427,19247.092372455732,36044.647400723465,37752.47681167547,39132.7772944997,40513.07777732393,30523.445469426548,28815.616058474538,27435.315575650307,26055.015092826077
1627646400,39877.46137464437,39877.46137464437,39010.079368,39297.5787047,44981.5081539244,21586.58471622561,47321.00049769427,19247.092372455732,36044.647400723465,37752.47681167547,39132.7772944997,40513.07777732393,30523.445469426548,28815.616058474538,27435.315575650307,26055.015092826077
1627660800,39587.520039672185,40364.1772351,39290.124054,39876.141390575,44981.5081539244,21586.58471622561,47321.00049769427,19247.092372455732,36044.647400723465,37752.47681167547,39132.7772944997,40513.07777732393,30523.445469426548,28815.616058474538,27435.315575650307,26055.015092826077
1627675200,39731.83071512359,42486.6407408,39731.83071512359,41355.9150877,44981.5081539244,21586.58471622561,47321.00049769427,19247.092372455732,36044.647400723465,37752.47681167547,39132.7772944997,40513.07777732393,30523.445469426548,28815.616058474538,27435.315575650307,26055.015092826077
1627689600,40543.8729014118,42571.9508,40543.8729014118,42154.7456566,44981.5081539244,21586.58471622561,47321.00049769427,19247.092372455732,36044.647400723465,37752.47681167547,39132.7772944997,40513.07777732393,30523.445469426548,28815.616058474538,27435.315575650307,26055.015092826077
1627704000,41349.3092790059,41973.0950728,41300.3644296,41726.65640895,44981.5081539244,21586.58471622561,47321.00049769427,19247.092372455732,36044.647400723465,37752.47681167547,39132.7772944997,40513.07777732393,30523.445469426548,28815.616058474538,27435.315575650307,26055.015092826077
1627718400,41537.98284397795,42251.1716848,41537.98284397795,41882.69377625,44981.5081539244,21586.58471622561,47321.00049769427,19247.092372455732,36044.647400723465,37752.47681167547,39132.7772944997,40513.07777732393,30523.445469426548,28815.616058474538,27435.315575650307,26055.015092826077
1627732800,41710.33831011398,42050.92804,41458.1597244,41832.6933692,44981.5081539244,21586.58471622561,47321.00049769427,19247.092372455732,36044.647400723465,37752.47681167547,39132.7772944997,40513.07777732393,30523.445469426548,28815.616058474538,27435.315575650307,26055.015092826077
1627747200,41771.51583965699,41983.27816,41435.888744,41764.4271167,44981.5081539244,21586.58471622561,47321.00049769427,19247.092372455732,36044.647400723465,37752.47681167547,39132.7772944997,40513.07777732393,30523.445469426548,28815.616058474538,27435.315575650307,26055.015092826077
1627761600,41767.97147817849,42382.9702668,41562.7989232,41880.31473415,44981.5081539244,21586.58471622561,47321.00049769427,19247.092372455732,36044.647400723465,37752.47681167547,39132.7772944997,40513.07777732393,30523.445469426548,28815.616058474538,27435.315575650307,26055.015092826077
1627776000,41824.14310616425,42885.27656,41528.2,42247.951160849996,44981.5081539244,21586.58471622561,47321.00049769427,19247.092372455732,36044.647400723465,37752.47681167547,39132.7772944997,40513.07777732393,30523.445469426548,28815.616058474538,27435.315575650307,26055.015092826077
1627790400,42036.04713350712,42744.7428356,41895.2262316,42357.8799364,44981.5081539244,21586.58471622561,47321.00049769427,19247.092372455732,36044.647400723465,37752.47681167547,39132.7772944997,40513.07777732393,30523.445469426548,28815.616058474538,27435.315575650307,26055.015092826077
1627804800,42196.96353495356,42356.8479184,41776.6335576,42060.9691122,44981.5081539244,21586.58471622561,47321.00049769427,19247.092372455732,36044.647400723465,37752.47681167547,39132.7772944997,40513.07777732393,30523.445469426548,28815.616058474538,27435.315575650307,26055.015092826077
1627819200,42128.96632357678,42285.5544396,41615.9787496,41926.6747054,44981.5081539244,21586.58471622561,47321.00049769427,19247.092372455732,36044.647400723465,37752.47681167547,39132.7772944997,40513.07777732393,30523.445469426548,28815.616058474538,27435.315575650307,26055.015092826077
1627833600,42027.82051448839,42027.82051448839,41069.5150984,41625.9861701,44981.5081539244,21586.58471622561,47321.00049769427,19247.092372455732,36044.647400723465,37752.47681167547,39132.7772944997,40513.07777732393,30523.445469426548,28815.616058474538,27435.315575650307,26055.015092826077
1627848000,41826.903342294194,41970.0804992,39986.802,41013.976594449996,44981.5081539244,21586.58471622561,47321.00049769427,19247.092372455732,36044.647400723465,37752.47681167547,39132.7772944997,40513.07777732393,30523.445469426548,28815.616058474538,27435.315575650307,26055.015092826077
1627862400,41420.4399683721,41420.4399683721,39759.849485,40267.505136,50635.79771191666,26564.778407083344,53042.89964239999,24157.676476600012,41440.668337470335,43197.85274672317,44618.04288570833,46038.233024693494,35759.90778152967,34002.723372276836,32582.533233291673,31162.343094306507
1627876800,40843.97255218605,40953.4523991,40053.13092,40482.77066245,50635.79771191666,26564.778407083344,53042.89964239999,24157.676476600012,41440.668337470335,43197.85274672317,44618.04288570833,46038.233024693494,35759.90778152967,34002.723372276836,32582.533233291673,31162.343094306507
1627891200,40663.371607318026,40675.509396,39822.523,40279.39336725,50635.79771191666,26564.778407083344,53042.89964239999,24157.676476600012,41440.668337470335,43197.85274672317,44618.04288570833,46038.233024693494,35759.90778152967,34002.723372276836,32582.533233291673,31162.343094306507
1627905600,40471.38248728401,40471.38248728401,39421.39562,39987.465657374996,50635.79771191666,26564.778407083344,53042.89964239999,24157.676476600012,41440.668337470335,43197.85274672317,44618.04288570833,46038.233024693494,35759.90778152967,34002.723372276836,32582.533233291673,31162.343094306507
1627920000,40229.42407232951,40431.7803087,39414.746896,39903.209440775,50635.79771191666,26564.778407083344,53042.89964239999,24157.676476600012,41440.668337470335,43197.85274672317,44618.04288570833,46038.233024693494,35759.90778152967,34002.723372276836,32582.533233291673,31162.343094306507
1627934400,40066.31675655225,40066.31675655225,39148.03155,39592.7081539,50635.79771191666,26564.778407083344,53042.89964239999,24157.676476600012,41440.668337470335,43197.85274672317,44618.04288570833,46038.233024693494,35759.90778152967,34002.723372276836,32582.533233291673,31162.343094306507
1627948800,39829.512455226126,40229.53784,38977.70892,39487.2200741,50635.79771191666,26564.778407083344,53042.89964239999,24157.676476600012,41440.668337470335,43197.85274672317,44618.04288570833,46038.233024693494,35759.90778152967,34002.723372276836,32582.533233291673,31162.343094306507
1627963200,39658.36626466306,39658.36626466306,38418.86,38977.852506125004,50635.79771191666,26564.778407083344,53042.89964239999,24157.676476600012,41440.668337470335,43197.85274672317,44618.04288570833,46038.233024693494,35759.90778152967,34002.723372276836,32582.533233291673,31162.343094306507
1627977600,39318.10938539403,39318.10938539403,38772.445,39017.90263055,50635.79771191666,26564.778407083344,53042.89964239999,24157.676476600012,41440.668337470335,43197.85274672317,44618.04288570833,46038.233024693494,35759.90778152967,34002.723372276836,32582.533233291673,31162.343094306507
1627992000,39168.00600797201,39168.00600797201,38156.7925,38681.066461625,50635.79771191666,26564.778407083344,53042.89964239999,24157.676476600012,41440.668337470335,43197.85274672317,44618.04288570833,46038.233024693494,35759.90778152967,34002.723372276836,32582.533233291673,31162.343094306507
1628006400,38924.53623479851,38930.71559,38079.7405,38498.51388275,50635.79771191666,26564.778407083344,53042.89964239999,24157.676476600012,41440.668337470335,43197.85274672317,44618.04288570833,46038.233024693494,35759.90778152967,34002.723372276836,32582.533233291673,31162.343094306507
1628020800,38711.52505877425,39013.75907,38277.1638032,38574.006836525004,50635.79771191666,26564.778407083344,53042.89964239999,24157.676476600012,41440.668337470335,43197.85274672317,44618.04288570833,46038.233024693494,35759.90778152967,34002.723372276836,32582.533233291673,31162.343094306507
1628035200,38642.76594764963,38942.079453,38306.975962,38556.473169549994,50635.79771191666,26564.778407083344,53042.89964239999,24157.676476600012,41440.668337470335,43197.85274672317,44618.04288570833,46038.233024693494,35759.90778152967,34002.723372276836,32582.533233291673,31162.343094306507
1628049600,38599.61955859981,38668.7931292,38138.32187,38370.56645455,50635.79771191666,26564.778407083344,53042.89964239999,24157.676476600012,41440.668337470335,43197.85274672317,44618.04288570833,46038.233024693494,35759.90778152967,34002.723372276836,32582.533233291673,31162.343094306507
1628064000,38485.0930065749,38772.553462,37915.504046,38411.681423325004,50635.79771191666,26564.778407083344,53042.89964239999,24157.676476600012,41440.668337470335,43197.85274672317,44618.04288570833,46038.233024693494,35759.90778152967,34002.723372276836,32582.533233291673,31162.343094306507
1628078400,38448.38721494995,39874.5516974,38448.38721494995,39232.226347749995,50635.79771191666,26564.778407083344,53042.89964239999,24157.676476600012,41440.668337470335,43197.85274672317,44618.04288570833,46038.233024693494,35759.90778152967,34002.723372276836,32582.533233291673,31162.343094306507
1628092800,38840.30678134997,40276.6679692,38840.30678134997,39956.885530825006,50635.79771191666,26564.778407083344,53042.89964239999,24157.676476600012,41440.668337470335,43197.85274672317,44618.04288570833,46038.233024693494,35759.90778152967,34002.723372276836,32582.533233291673,31162.343094306507
1628107200,39398.596156087486,40392.259201,39398.596156087486,40168.549506175,50635.79771191666,26564.778407083344,53042.89964239999,24157.676476600012,41440.668337470335,43197.85274672317,44618.04288570833,46038.233024693494,35759.90778152967,34002.723372276836,32582.533233291673,31162.343094306507
1628121600,39783.57283113124,40261.7494433,39572.415586,39952.37481315,50635.79771191666,26564.778407083344,53042.89964239999,24157.676476600012,41440.668337470335,43197.85274672317,44618.04288570833,46038.233024693494,35759.90778152967,34002.723372276836,32582.533233291673,31162.343094306507
1628136000,39867.97382214062,39926.4729966,39156.97464,39553.9944673,50635.79771191666,26564.778407083344,53042.89964239999,24157.676476600012,41440.668337470335,43197.85274672317,44618.04288570833,46038.233024693494,35759.90778152967,34002.723372276836,32582.533233291673,31162.343094306507
1628150400,39710.98414472031,39710.98414472031,38324.081418,38902.0757265,50635.79771191666,26564.778407083344,53042.89964239999,24157.676476600012,41440.668337470335,43197.85274672317,44618.04288570833,46038.233024693494,35759.90778152967,34002.723372276836,32582.533233291673,31162.343094306507
1628164800,39306.52993561015,39832.885936,37909.858152,38880.055105175,50635.79771191666,26564.778407083344,53042.89964239999,24157.676476600012,41440.668337470335,43197.85274672317,44618.04288570833,46038.233024693494,35759.90778152967,34002.723372276836,32582.533233291673,31162.343094306507
1628179200,39093.29252039258,41753.6968381,39093.29252039258,40281.072148,50635.79771191666,26564.778407083344,53042.89964239999,24157.676476600012,41440.668337470335,43197.85274672317,44618.04288570833,46038.233024693494,35759.90778152967,34002.723372276836,32582.533233291673,31162.343094306507
1628193600,39687.18233419629,41684.53256,39687.18233419629,41283.078197125,50635.79771191666,26564.778407083344,53042.89964239999,24157.676476600012,41440.668337470335,43197.85274672317,44618.04288570833,46038.233024693494,35759.90778152967,34002.723372276836,32582.533233291673,31162.343094306507
1628208000,40485.13026566064,41447.4560994,40323.5238,40934.63078017499,50635.79771191666,26564.778407083344,53042.89964239999,24157.676476600012,41440.668337470335,43197.85274672317,44618.04288570833,46038.233024693494,35759.90778152967,34002.723372276836,32582.533233291673,31162.343094306507
1628222400,40709.88052291782,41715.6926186,40326.54619,40995.259605299994,50635.79771191666,26564.778407083344,53042.89964239999,24157.676476600012,41440.668337470335,43197.85274672317,44618.04288570833,46038.233024693494,35759.90778152967,34002.723372276836,32582.533233291673,31162.343094306507
1628236800,40852.570064108906,41620.9679886,40852.570064108906,41210.851560049996,50635.79771191666,26564.778407083344,53042.89964239999,24157.676476600012,41440.668337470335,43197.85274672317,44618.04288570833,46038.233024693494,35759.90778152967,34002.723372276836,32582.533233291673,31162.343094306507
1628251200,41031.71081207945,42842.1496041,40818.373915,41833.287859849996,50635.79771191666,26564.778407083344,53042.89964239999,24157.676476600012,41440.668337470335,43197.85274672317,44618.04288570833,46038.233024693494,35759.90778152967,34002.723372276836,32582.533233291673,31162.343094306507
1628265600,41432.49933596472,43729.5403139,41432.49933596472,43070.795996675,50635.79771191666,26564.778407083344,53042.89964239999,24157.676476600012,41440.668337470335,43197.85274672317,44618.04288570833,46038.233024693494,35759.90778152967,34002.723372276836,32582.533233291673,31162.343094306507
1628280000,42251.647666319855,43349.712,42251.647666319855,43156.95024985,50635.79771191666,26564.778407083344,53042.89964239999,24157.676476600012,41440.668337470335,43197.85274672317,44618.04288570833,46038.233024693494,35759.90778152967,34002.723372276836,32582.533233291673,31162.343094306507
1628294400,42704.298958084924,44166.506696,42704.298958084924,43616.10071675,50635.79771191666,26564.778407083344,53042.89964239999,24157.676476600012,41440.668337470335,43197.85274672317,44618.04288570833,46038.233024693494,35759.90778152967,34002.723372276836,32582.533233291673,31162.343094306507
1628308800,43160.19983741746,44334.2656,43160.19983741746,43971.415228000005,50635.79771191666,26564.778407083344,53042.89964239999,24157.676476600012,41440.668337470335,43197.85274672317,44618.04288570833,46038.233024693494,35759.90778152967,34002.723372276836,32582.533233291673,31162.343094306507
1628323200,43565.80753270873,44740.102427,43565.80753270873,44210.41050900001,50635.79771191666,26564.778407083344,53042.89964239999,24157.676476600012,41440.668337470335,43197.85274672317,44618.04288570833,46038.233024693494,35759.90778152967,34002.723372276836,32582.533233291673,31162.343094306507
1628337600,43888.10902085437,45279.85,43756.529997,44384.826139,50635.79771191666,26564.778407083344,53042.89964239999,24157.676476600012,41440.668337470335,43197.85274672317,44618.04288570833,46038.233024693494,35759.90778152967,34002.723372276836,32582.533233291673,31162.343094306507
1628352000,44136.46757992718,44591.455148,43049.305784,44023.93103325,50635.79771191666,26564.778407083344,53042.89964239999,24157.676476600012,41440.668337470335,43197.85274672317,44618.04288570833,46038.233024693494,35759.90778152967,34002.723372276836,32582.533233291673,31162.343094306507
1628366400,44080.19930658859,45304.818603,44080.19930658859,44765.697303249995,50635.79771191666,26564.778407083344,53042.89964239999,24157.676476600012,41440.668337470335,43197.85274672317,44618.04288570833,46038.233024693494,35759.90778152967,34002.723372276836,32582.533233291673,31162.343094306507
1628380800,44422.94830491929,45368.0575,44357.7876,44952.21794250001,50635.79771191666,26564.778407083344,53042.89964239999,24157.676476600012,41440.668337470335,43197.85274672317,44618.04288570833,46038.233024693494,35759.90778152967,34002.723372276836,32582.533233291673,31162.343094306507
1628395200,44687.58312370965,45969.326864,44687.58312370965,45279.80001575,50635.79771191666,26564.778407083344,53042.89964239999,24157.676476600012,41440.668337470335,43197.85274672317,44618.04288570833,46038.233024693494,35759.90778152967,34002.723372276836,32582.533233291673,31162.343094306507
